,gross_domestic_product,unemployment_rate,inflation_rate,interest_rate,consumer_price_index,producer_price_index,balance_of_trade,industrial_production_index,consumer_confidence_index
1954-09-12,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-13,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-14,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-15,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-16,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-17,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-18,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-19,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-20,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-21,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-22,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-23,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-24,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-25,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-26,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-27,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-28,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-29,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-09-30,390.996,6.1,26.8,2.38,26.81,29.2,-2026.0,18.0948,82.9
1954-10-01,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-02,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-03,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-04,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-05,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-06,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-07,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-08,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-09,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-10,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-11,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-12,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-13,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-14,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-15,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-16,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-17,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-18,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-19,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-20,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-21,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-22,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-23,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-24,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-25,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-26,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-27,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-28,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-29,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-30,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-10-31,399.734,5.7,26.8,2.43,26.72,29.1,-2026.0,18.3099,82.9
1954-11-01,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-02,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-03,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-04,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-05,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-06,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-07,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-08,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-09,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-10,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-11,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-12,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-13,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-14,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-15,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-16,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-17,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-18,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-19,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-20,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-21,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-22,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-23,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-24,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-25,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-26,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-27,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-28,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-29,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-11-30,399.734,5.3,26.8,2.48,26.78,29.2,-2026.0,18.6056,87.0
1954-12-01,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-02,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-03,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-04,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-05,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-06,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-07,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-08,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-09,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-10,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-11,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-12,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-13,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-14,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-15,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-16,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-17,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-18,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-19,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-20,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-21,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-22,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-23,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-24,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-25,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-26,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-27,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-28,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-29,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-30,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1954-12-31,399.734,5.0,26.7,2.51,26.77,29.0,-2026.0,18.8476,87.0
1955-01-01,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-02,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-03,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-04,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-05,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-06,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-07,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-08,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-09,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-10,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-11,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-12,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-13,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-14,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-15,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-16,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-17,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-18,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-19,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-20,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-21,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-22,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-23,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-24,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-25,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-26,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-27,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-28,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-29,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-30,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-01-31,413.073,4.9,26.7,2.61,26.77,29.2,-2026.0,19.2778,87.0
1955-02-01,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-02,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-03,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-04,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-05,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-06,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-07,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-08,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-09,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-10,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-11,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-12,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-13,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-14,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-15,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-16,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-17,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-18,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-19,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-20,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-21,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-22,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-23,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-24,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-25,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-26,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-27,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-02-28,413.073,4.7,26.7,2.65,26.82,29.3,-2026.0,19.5198,95.9
1955-03-01,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-02,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-03,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-04,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-05,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-06,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-07,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-08,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-09,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-10,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-11,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-12,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-13,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-14,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-15,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-16,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-17,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-18,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-19,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-20,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-21,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-22,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-23,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-24,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-25,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-26,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-27,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-28,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-29,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-30,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-03-31,413.073,4.6,26.7,2.68,26.79,29.2,-2026.0,19.9768,95.9
1955-04-01,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-02,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-03,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-04,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-05,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-06,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-07,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-08,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-09,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-10,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-11,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-12,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-13,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-14,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-15,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-16,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-17,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-18,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-19,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-20,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-21,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-22,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-23,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-24,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-25,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-26,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-27,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-28,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-29,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-04-30,421.532,4.7,26.7,2.75,26.79,29.3,-2026.0,20.2188,95.9
1955-05-01,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-02,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-03,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-04,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-05,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-06,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-07,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-08,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-09,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-10,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-11,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-12,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-13,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-14,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-15,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-16,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-17,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-18,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-19,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-20,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-21,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-22,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-23,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-24,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-25,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-26,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-27,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-28,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-29,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-30,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-05-31,421.532,4.3,26.7,2.76,26.77,29.1,-2026.0,20.5414,99.1
1955-06-01,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-02,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-03,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-04,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-05,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-06,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-07,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-08,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-09,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-10,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-11,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-12,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-13,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-14,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-15,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-16,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-17,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-18,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-19,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-20,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-21,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-22,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-23,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-24,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-25,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-26,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-27,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-28,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-29,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-06-30,421.532,4.2,26.7,2.78,26.71,29.3,-2026.0,20.5684,99.1
1955-07-01,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-02,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-03,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-04,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-05,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-06,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-07,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-08,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-09,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
1955-07-10,430.221,4.0,26.8,2.9,26.76,29.3,-2026.0,20.7297,99.1
