,gross_domestic_product,unemployment_rate,inflation_rate,interest_rate,consumer_price_index,producer_price_index,balance_of_trade,industrial_production_index,consumer_confidence_index
1924-05-04,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-05,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-06,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-07,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-08,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-09,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-10,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-11,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-12,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-13,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-14,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-15,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-16,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-17,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-18,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-19,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-20,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-21,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-22,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-23,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-24,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-25,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-26,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-27,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-28,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-29,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-30,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-05-31,243.164,3.4,17.0,2.83,21.48,16.5,-2026.0,5.4849,86.2
1924-06-01,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-02,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-03,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-04,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-05,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-06,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-07,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-08,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-09,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-10,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-11,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-12,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-13,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-14,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-15,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-16,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-17,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-18,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-19,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-20,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-21,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-22,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-23,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-24,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-25,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-26,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-27,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-28,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-29,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-06-30,243.164,3.4,17.0,2.83,21.48,16.4,-2026.0,5.2429,86.2
1924-07-01,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-02,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-03,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-04,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-05,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-06,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-07,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-08,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-09,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-10,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-11,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-12,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-13,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-14,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-15,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-16,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-17,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-18,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-19,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-20,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-21,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-22,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-23,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-24,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-25,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-26,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-27,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-28,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-29,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-30,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-07-31,243.164,3.4,17.1,2.83,21.48,16.5,-2026.0,5.1622,86.2
1924-08-01,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-02,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-03,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-04,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-05,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-06,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-07,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-08,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-09,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-10,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-11,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-12,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-13,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-14,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-15,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-16,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-17,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-18,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-19,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-20,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-21,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-22,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-23,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-24,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-25,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-26,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-27,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-28,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-29,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-30,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-08-31,243.164,3.4,17.0,2.83,21.48,16.7,-2026.0,5.3505,86.2
1924-09-01,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-02,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-03,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-04,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-05,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-06,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-07,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-08,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-09,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-10,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-11,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-12,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-13,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-14,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-15,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-16,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-17,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-18,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-19,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-20,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-21,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-22,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-23,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-24,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-25,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-26,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-27,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-28,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-29,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-09-30,243.164,3.4,17.1,2.83,21.48,16.7,-2026.0,5.5387,86.2
1924-10-01,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-02,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-03,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-04,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-05,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-06,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-07,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-08,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-09,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-10,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-11,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-12,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-13,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-14,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-15,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-16,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-17,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-18,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-19,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-20,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-21,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-22,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-23,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-24,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-25,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-26,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-27,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-28,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-29,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-30,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-10-31,243.164,3.4,17.2,2.83,21.48,16.9,-2026.0,5.6731,86.2
1924-11-01,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-02,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-03,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-04,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-05,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-06,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-07,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-08,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-09,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-10,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-11,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-12,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-13,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-14,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-15,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-16,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-17,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-18,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-19,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-20,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-21,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-22,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-23,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-24,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-25,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-26,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-27,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-28,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-29,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-11-30,243.164,3.4,17.2,2.83,21.48,17.1,-2026.0,5.7806,86.2
1924-12-01,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-02,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-03,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-04,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-05,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-06,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-07,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-08,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-09,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-10,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-11,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-12,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-13,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-14,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-15,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-16,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-17,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-18,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-19,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-20,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-21,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-22,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-23,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-24,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-25,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-26,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-27,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-28,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-29,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-30,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1924-12-31,243.164,3.4,17.3,2.83,21.48,17.5,-2026.0,5.942,86.2
1925-01-01,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-02,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-03,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-04,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-05,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-06,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-07,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-08,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-09,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-10,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-11,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-12,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-13,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-14,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-15,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-16,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-17,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-18,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-19,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-20,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-21,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-22,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-23,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-24,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-25,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-26,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-27,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-28,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-29,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-30,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-01-31,243.164,3.4,17.3,2.83,21.48,17.7,-2026.0,6.1302,86.2
1925-02-01,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-02,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-03,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-04,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-05,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-06,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-07,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-08,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-09,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-10,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-11,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-12,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-13,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-14,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-15,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-16,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-17,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-18,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-19,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-20,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-21,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-22,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-23,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-24,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-25,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-26,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-27,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-02-28,243.164,3.4,17.2,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-03-01,243.164,3.4,17.3,2.83,21.48,17.9,-2026.0,6.1302,86.2
1925-03-02,243.164,3.4,17.3,2.83,21.48,17.9,-2026.0,6.1302,86.2
